00:01.3,0,0,0,0,0,274,509,score1&2: 44
00:01.3,0,0,0,0,0,278,509,
00:01.3,0,0,0,0,0,275,510,
00:01.3,0,0,0,0,0,274,510,
00:01.3,0,0,0,0,0,278,510,
00:01.4,0,0,0,0,0,276,510,
00:01.4,0,0,0,0,0,274,510,
00:01.4,0,0,0,0,0,278,510,
00:01.4,0,0,0,0,0,277,510,
00:01.5,0,0,0,0,0,274,510,
00:01.5,0,0,0,0,0,278,510,
00:01.5,0,0,0,0,0,278,510,
00:01.5,0,0,0,0,0,274,509,
00:01.6,0,0,0,0,0,277,510,
00:01.6,0,0,0,0,0,279,510,
00:01.6,0,0,0,0,0,275,510,
00:01.6,0,0,0,0,0,277,510,
00:01.7,0,0,0,0,0,276,510,
00:01.7,0,0,0,0,0,276,509,
00:01.7,0,0,0,0,0,279,509,
00:01.7,0,0,0,0,0,276,510,
00:01.7,0,0,0,0,0,275,510,
00:01.8,0,0,0,0,0,280,509,
00:01.8,0,0,0,0,0,278,509,
00:01.8,0,0,0,0,0,275,510,
00:01.8,0,0,0,0,0,279,510,
00:01.9,0,0,0,0,0,279,510,
00:01.9,0,0,0,0,0,275,510,
00:01.9,0,0,0,0,0,279,510,
00:01.9,0,0,0,0,0,279,510,
00:01.9,0,0,0,0,0,276,510,
00:02.0,0,0,0,0,0,278,510,
00:02.0,0,0,0,0,0,280,509,
00:02.0,0,0,0,0,0,276,510,
00:02.0,0,0,0,0,0,277,509,
00:02.1,0,0,0,0,0,281,510,
00:02.1,0,0,0,0,0,277,510,
00:02.1,0,0,0,0,0,277,510,
00:02.1,0,0,0,0,0,281,510,
00:02.1,0,0,0,0,0,278,510,
00:02.2,0,0,0,0,0,276,510,
00:02.2,0,0,0,0,0,280,510,
00:02.2,0,0,0,0,0,279,510,
00:02.2,0,0,0,0,0,276,510,
00:02.3,0,0,0,0,0,280,510,
00:02.3,0,0,0,0,0,279,510,
00:02.3,0,0,0,0,0,276,510,
00:02.3,0,0,0,0,0,279,510,
00:02.3,0,0,0,0,0,280,510,
00:02.4,0,0,0,0,0,276,510,
00:02.4,0,0,0,0,0,278,510,
00:02.4,0,0,0,0,0,280,510,
00:02.4,0,0,0,0,0,276,510,
00:02.5,0,0,0,0,0,276,510,
00:02.5,0,0,0,0,0,280,510,
00:02.5,0,0,0,0,0,276,510,
00:02.5,0,0,0,0,0,276,510,
00:02.5,0,0,0,0,0,279,510,
00:02.6,0,0,0,0,0,276,510,
00:02.6,0,0,0,0,0,278,509,
00:02.6,0,0,0,0,0,277,510,
00:02.6,0,0,0,0,0,273,509,
00:02.7,0,0,0,0,0,277,509,
00:02.7,0,0,0,0,0,277,510,
00:02.7,0,0,0,0,0,273,510,
00:02.7,0,0,0,0,0,275,510,
00:02.7,0,0,0,0,0,276,510,
00:02.8,0,0,0,0,0,272,510,
00:02.8,0,0,0,0,0,273,510,
00:02.8,0,0,0,0,0,276,510,
00:02.8,0,0,0,0,0,271,510,
00:02.9,0,0,0,0,0,271,510,
00:02.9,0,0,0,0,0,275,509,
00:02.9,0,0,0,0,0,271,510,
00:02.9,0,0,0,0,0,270,510,
00:02.9,0,0,0,0,0,273,510,
00:03.0,0,0,0,0,0,271,509,
00:03.0,0,0,0,0,0,268,510,
00:03.0,0,0,0,0,0,272,510,
00:03.0,0,0,0,0,0,271,510,
00:03.0,0,0,0,0,0,267,510,
00:03.1,0,0,0,0,0,270,510,
00:03.1,0,0,0,0,0,271,509,
00:03.1,0,0,0,0,0,266,509,
00:03.1,0,0,0,0,0,268,509,
00:03.2,0,0,0,0,0,270,510,
00:03.2,0,0,0,0,0,266,510,
00:03.2,0,0,0,0,0,266,510,
00:03.2,0,0,0,0,0,270,509,
00:03.2,0,0,0,0,0,266,510,
00:03.3,0,0,0,0,0,265,510,
00:03.3,0,0,0,0,0,269,510,
00:03.3,0,0,0,0,0,266,510,
00:03.3,0,0,0,0,0,264,510,
00:03.4,0,0,0,0,0,268,510,
00:03.4,0,0,0,0,0,266,510,
00:03.4,0,0,0,0,0,263,510,
00:03.4,0,0,0,0,0,266,510,
00:03.4,0,0,0,0,0,266,510,
00:03.5,0,0,0,0,0,262,510,
00:03.5,0,0,0,0,0,265,510,
00:03.5,0,0,0,0,0,266,510,
00:03.5,0,0,0,0,0,262,510,
00:03.6,0,0,0,0,0,264,510,
00:03.6,0,0,0,0,0,266,510,
00:03.6,0,0,0,0,0,262,509,
00:03.6,0,0,0,0,0,262,510,
00:03.6,0,0,0,0,0,266,509,
00:03.7,0,0,0,0,0,262,508,
00:03.7,0,0,0,0,0,261,510,
00:03.7,0,0,0,0,0,265,510,
00:03.7,0,0,0,0,0,263,509,
00:03.7,0,0,0,0,0,261,509,
00:03.8,0,0,0,0,0,264,510,
00:03.8,0,0,0,0,0,263,510,
00:03.8,0,0,0,0,0,260,510,
00:03.8,0,0,0,0,0,263,510,
00:03.9,0,0,0,0,0,264,510,
00:03.9,0,0,0,0,0,260,510,
00:03.9,0,0,0,0,0,262,510,
00:03.9,0,0,0,0,0,264,509,
00:03.9,0,0,0,0,0,260,510,
00:04.0,0,0,0,0,0,261,510,
00:04.0,0,0,0,0,0,264,510,
00:04.0,0,0,0,0,0,260,510,
00:04.0,0,0,0,0,0,260,510,
00:04.1,0,0,0,0,0,264,509,
00:04.1,0,0,0,0,0,261,510,
00:04.1,0,0,0,0,0,260,510,
00:04.1,0,0,0,0,0,263,510,
00:04.1,0,0,0,0,0,262,510,
00:04.2,0,0,0,0,0,259,510,
00:04.2,0,0,0,0,0,263,510,
00:04.2,0,0,0,0,0,262,510,
00:04.2,0,0,0,0,0,258,509,
00:04.3,0,0,0,0,0,262,510,
00:04.3,0,0,0,0,0,263,510,
00:04.3,0,0,0,0,0,259,510,
00:04.3,0,0,0,0,0,261,510,
00:04.3,0,0,0,0,0,263,511,
00:04.4,0,0,0,0,0,259,510,
00:04.4,0,0,0,0,0,260,510,
00:04.4,0,0,0,0,0,263,510,
00:04.4,0,0,0,0,0,260,510,
00:04.4,0,0,0,0,0,259,510,
00:04.5,0,0,0,0,0,263,510,
00:04.5,0,0,0,0,0,260,509,
00:04.5,0,0,0,0,0,258,510,
00:04.5,0,0,0,0,0,262,509,
00:04.6,0,0,0,0,0,261,510,
00:04.6,0,0,0,0,0,258,510,
00:04.6,0,0,0,0,0,261,510,
00:04.6,0,0,0,0,0,262,510,
00:04.6,0,0,0,0,0,258,510,
00:04.7,0,0,0,0,0,260,510,
00:04.7,0,0,0,0,0,262,510,
00:04.7,0,0,0,0,0,258,510,
00:04.7,0,0,0,0,0,260,510,
00:04.8,0,0,0,0,0,263,510,
